"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-04-25 ~ 2025-04-30"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"4577","경기도 의정부시 호원동","347-1","0347","0001","호원두산","59.4300","202504","28","25,000","101","15","개인","개인","1997","백석로 62","-","중개거래","경기 의정부시","25.05.26"
"4578","경기도 여주시 홍문동","353","0353","0000","동원","59.4690","202504","28","14,700","106","15","개인","개인","2001","세종로 173-69","-","중개거래","경기 여주시","25.05.26"
"4579","경기도 안산시 상록구 사동","1423","1423","0000","e편한세상상록","59.8370","202504","28","37,000","101동","30","개인","개인","2019","항가울로 28","-","중개거래","경기 안산시 상록구","25.05.27"
"4580","대구광역시 중구 달성동","352","0352","0000","달성파크푸르지오힐스테이트","39.7662","202504","28","25,400","204","16","개인","법인","2023","달성로 123","-","직거래","-","25.05.28"
"4581","경기도 안양시 만안구 안양동","1393","1393","0000","래미안안양메가트리아","39.5000","202504","28","40,600","114동","20","개인","개인","2016","안양천서로 177","-","중개거래","경기 안양시 만안구, 서울 동작구","25.05.27"
"4582","경기도 화성시 동탄구 석우동","49","0049","0000","푸르지오","57.8000","202504","28","51,300","107","3","개인","개인","2008","동탄반석로 264","-","중개거래","경기 화성시","25.08.25"
"4583","경상북도 경주시 용강동","1289","1289","0000","경주청구","84.9600","202504","28","13,400","102","13","개인","개인","1993","승삼1길 9","-","직거래","-","25.05.26"
"4584","경기도 안양시 동안구 비산동","1163","1163","0000","안양임곡휴먼시아","59.9000","202504","28","53,000","-","6","개인","개인","2007","임곡로 16","20250530","중개거래","경기 안양시 동안구","-"
"4585","광주광역시 광산구 신가동","1019-1","1019","0001","수동리안아파트","84.8300","202504","28","22,000","107","8","개인","개인","2002","수등로258번길 13","-","중개거래","광주 광산구","25.05.27"
"4586","경기도 남양주시 진접읍 장현리","702","0702","0000","남양주진접롯데캐슬","84.9240","202504","28","35,000","101","3","개인","개인","2009","장현천로 8","-","중개거래","경기 남양주시","25.05.27"
"4587","서울특별시 광진구 구의동","680","0680","0000","e편한세상광진그랜드파크","84.9957","202504","28","174,000","103","17","개인","개인","2021","광나루로 458","-","중개거래","서울 광진구","25.05.27"
"4588","경기도 수원시 팔달구 매교동","77-75","0077","0075","블루오션","59.9000","202504","28","27,000","-","6","개인","개인","2017","매산로116번길 46","-","중개거래","경기 수원시 팔달구","25.05.27"
"4589","충청북도 증평군 증평읍 초중리","114","0114","0000","일진뜨리에","59.6750","202504","28","7,200","101","8","개인","법인","2005","가장골길 16-13","-","중개거래","충북 증평군","25.05.27"
"4590","경상북도 상주시 냉림동","360","0360","0000","현대유니언아파트","84.9752","202504","28","36,000","-","15","개인","개인","2020","동수4길 127","-","중개거래","경북 상주시","25.05.27"
"4591","제주특별자치도 서귀포시 성산읍 고성리","1499","1499","0000","성산청담휴클래스","83.0555","202504","28","27,000","-","3","개인","개인","2017","서성일로 1213-16","-","중개거래","제주 서귀포시","25.05.21"
"4592","대구광역시 중구 동인동1가","413","0413","0000","대구역센트럴대원칸타빌","84.4267","202504","28","49,500","101동","23","개인","개인","2024","태평로 224","-","중개거래","대구 중구","25.05.23"
"4593","충청남도 공주시 금흥동","627","0627","0000","공주월송지평더웰","84.9422","202504","28","40,000","101동","9","개인","개인","2022","무령로 599-50","-","중개거래","세종, 충남 공주시","25.05.27"
"4594","충청북도 청주시 흥덕구 강내면 탑연리","301-1","0301","0001","주은반석","84.9896","202504","28","16,000","102","10","개인","개인","2000","태성탑연로 391-28","-","직거래","-","25.05.26"
"4595","광주광역시 광산구 운남동","771-1","0771","0001","운남주공4단지","59.7600","202504","28","13,000","404","10","개인","개인","1996","목련로273번안길 30","-","직거래","-","25.05.26"
"4596","경상북도 구미시 진평동","1063","1063","0000","진평미래타운","49.7900","202504","28","6,500","109","5","개인","개인","1999","인동26길 65","-","중개거래","경북 구미시","25.05.26"
"4597","경상남도 창원시 성산구 상남동","45-1","0045","0001","성원","108.5000","202504","28","37,500","301","6","개인","개인","1994","원이대로 774","-","중개거래","경남 창원시 성산구","25.05.23"
"4598","충청북도 옥천군 옥천읍 문정리","376","0376","0000","옥천문정주공(3)단지아파트","49.8500","202504","28","10,700","제303","13","개인","개인","1999","문장로2길 10","-","중개거래","충북 옥천군","25.05.26"
"4599","충청북도 청주시 서원구 산남동","669","0669","0000","유승한내들","59.8886","202504","28","20,500","106","12","개인","법인","2007","두꺼비로 109","-","중개거래","서울 구로구","25.05.26"
"4600","대전광역시 유성구 송강동","8-2","0008","0002","청솔태영","59.2925","202504","28","13,900","309","5","개인","개인","1995","송강로42번길 61","-","중개거래","대전 유성구","25.05.26"
"4601","경상남도 통영시 도남동","362-1","0362","0001","통영성원(1동2동)","49.8900","202504","28","6,200","2","4","개인","개인","1996","서송정길 6","-","직거래","-","25.05.26"
"4602","경기도 수원시 영통구 영통동","964-5","0964","0005","신나무실휴먼시아5단지","59.9600","202504","28","36,000","509","7","개인","개인","1997","영통로290번길 25","-","중개거래","경기 용인시 기흥구","25.05.23"
"4603","경상북도 구미시 구평동","429","0429","0000","부영2","80.9537","202504","28","11,000","203","6","개인","개인","2001","인동43길 22-42","-","중개거래","경북 구미시","25.05.26"
"4604","세종특별자치시  한솔동","974","0974","0000","첫마을6단지(힐스테이트)","59.0300","202504","28","35,500","603","3","개인","개인","2012","누리로 28","-","중개거래","세종","25.05.26"
"4605","경상남도 진주시 초전동","1669","1669","0000","진주초장엠코타운더이스턴파크","84.9770","202504","28","36,800","308","25","개인","개인","2014","초북로 77","-","중개거래","경남 진주시","25.05.26"
"4606","경기도 수원시 권선구 고색동","5-4","0005","0004","상우","59.8600","202504","28","20,000","102","2","개인","개인","2000","매송고색로 751-17","-","중개거래","경기 수원시 권선구","25.05.23"
"4607","대전광역시 서구 월평동","312-1","0312","0001","진달래","84.5700","202504","28","37,300","101","14","개인","개인","1995","월평동로 45","-","중개거래","대전 동구","25.05.26"
"4608","충청남도 천안시 동남구 영성동","5-3","0005","0003","그랑채","59.9600","202504","28","15,200","-","13","개인","개인","2019","중앙로 45","-","중개거래","충남 천안시 동남구","25.05.26"
"4609","강원특별자치도 속초시 교동","627-135","0627","0135","속초대명1(대명타워)","59.7800","202504","28","10,900","-","11","개인","개인","1991","교동로7길 36","-","중개거래","강원 속초시","25.05.26"
"4610","대전광역시 서구 복수동","280","0280","0000","삼익목화2","84.8900","202504","28","24,700","302","10","개인","개인","1998","복수북로 42","-","중개거래","대전 서구","25.05.26"
"4611","강원특별자치도 강릉시 입암동","440","0440","0000","입암현대","59.9560","202504","28","16,500","113","12","개인","개인","1998","용지로 19","-","중개거래","강원 강릉시","25.05.26"
"4612","경기도 김포시 걸포동","1595","1595","0000","한강메트로자이1단지","74.4083","202504","28","58,500","106동","39","개인","개인","2020","걸포2로 83","-","중개거래","경기 김포시","25.05.23"
"4613","경상북도 구미시 진평동","1063","1063","0000","진평미래타운","49.7900","202504","28","6,500","109","5","개인","개인","1999","인동26길 65","-","중개거래","경북 구미시","25.05.26"
"4614","충청북도 제천시 장락동","1050","1050","0000","신안실크밸리","60.6993","202504","28","21,300","107","16","개인","개인","2017","내토로59길 31","-","중개거래","충북 제천시","25.05.26"
"4615","강원특별자치도 동해시 이도동","753","0753","0000","동해이도코아루더스카이","75.4987","202504","28","24,000","101동","18","개인","개인","2019","동해대로 4833","-","중개거래","강원 동해시","25.05.26"
"4616","세종특별자치시  다정동","953","0953","0000","가온마을2단지","98.7065","202504","28","64,000","221","5","개인","개인","2018","다정북로 110","-","중개거래","세종","25.07.28"
"4617","광주광역시 광산구 장덕동","1306","1306","0000","진흥더루벤스","84.9670","202504","28","40,000","104","25","개인","법인","2009","장덕로6번길 35","-","직거래","-","25.05.23"
"4618","충청북도 청주시 서원구 사직동","610-1","0610","0001","한진빌라트","172.7700","202504","28","23,250","-","4","개인","개인","1997","충렬로 23","-","직거래","-","25.05.23"
"4619","경상북도 포항시 북구 장성동","1351","1351","0000","럭키장성2","84.6150","202504","28","13,650","203","1","개인","개인","1993","삼흥로 50-13","-","중개거래","경북 포항시 북구","25.05.23"
"4620","강원특별자치도 평창군 대관령면 수하리","500","0500","0000","동계올림픽선수촌아파트","84.7420","202504","28","48,500","103동","9","법인","법인","2018","올림픽로 389","-","중개거래","강원 평창군","25.05.23"
"4621","경기도 오산시 원동","815-1","0815","0001","운암주공5단지","59.9900","202504","28","26,500","512","18","개인","개인","1999","대원로 70","-","중개거래","경기 오산시","25.05.22"
"4622","대전광역시 동구 성남동","518","0518","0000","석촌마을","49.9700","202504","28","16,500","103","10","개인","개인","2000","우암로 186","-","중개거래","대전 동구","25.05.23"
"4623","경기도 의왕시 내손동","844","0844","0000","인덕원 센트럴 자이 2단지","59.8400","202504","28","83,000","-","11","개인","개인","2009","내손로 14","20250527","중개거래","경기 의왕시","-"
"4624","서울특별시 강서구 화곡동","1145","1145","0000","우장산롯데캐슬","85.0000","202504","28","113,000","-","15","개인","개인","2003","공항대로 382","20250513","중개거래","서울 강서구","-"
"4625","대구광역시 수성구 신매동","570","0570","0000","시지삼주한라협화","84.8400","202504","28","34,000","210","8","개인","개인","1994","신매로 91","-","중개거래","대구 수성구","25.05.26"
"4626","강원특별자치도 속초시 조양동","1215-1","1215","0001","조양2주공","49.6200","202504","28","10,350","204","2","개인","개인","1998","온정로 24","-","중개거래","강원 속초시","25.05.22"
"4627","경상북도 영천시 야사동","92","0092","0000","금성","54.7650","202504","28","3,100","나","5","개인","개인","1988","망정1길 95","-","중개거래","경북 영천시","25.05.23"
"4628","울산광역시 동구 동부동","150","0150","0000","현대패밀리동부","59.7800","202504","28","11,000","118","7","개인","개인","1993","안산로 50","-","중개거래","울산 동구","25.05.23"
"4629","대구광역시 달성군 다사읍 죽곡리","814","0814","0000","대실역태왕아너스","49.9536","202504","28","27,700","107동","20","개인","개인","2017","대실역남로 11","-","중개거래","대구 달성군","25.05.23"
"4630","경상남도 창원시 성산구 상남동","65-1","0065","0001","꿈에그린","84.9248","202504","28","62,000","104","14","개인","개인","2014","토월로27번길 18","-","중개거래","경남 창원시 성산구","25.05.22"
"4631","전북특별자치도 고창군 고창읍 읍내리","56-2","0056","0002","성산","59.8080","202504","28","8,300","102","2","개인","개인","1998","동리로 172-14","-","중개거래","전북 고창군","25.05.23"
"4632","전북특별자치도 전주시 덕진구 송천동2가","1288","1288","0000","전주송천동한라비발디2단지","84.9900","202504","28","44,000","205","10","개인","개인","2013","천마산로 115","-","중개거래","전북 전주시 덕진구","25.05.23"
"4633","경기도 김포시 운양동","1250-3","1250","0003","한강신도시e편한세상","101.8470","202504","28","59,700","-","8","개인","개인","2012","김포한강11로 287","20250528","중개거래","경기 김포시","-"
"4634","인천광역시 서구 가정동","가-","0000","0000","루원린스트라우스더린시티","84.7618","202504","28","68,000","105동","9","개인","개인","2023","서곶로 45","-","중개거래","인천 서구","25.07.31"
"4635","서울특별시 영등포구 신길동","4967","4967","0000","신길파크자이","84.9900","202504","28","142,000","102","2","개인","개인","2022","신길로28길 25","-","중개거래","서울 영등포구","25.09.08"
"4636","경기도 수원시 장안구 조원동","861","0861","0000","주공뉴타운2","84.3400","202504","28","43,700","212","15","개인","개인","2001","금당로39번길 34","-","중개거래","경기 수원시 장안구","25.09.04"
"4637","경기도 화성시 동탄구 반송동","135","0135","0000","솔빛마을쌍용예가","84.9794","202504","28","64,800","451","6","개인","개인","2007","동탄반석로 71","-","중개거래","경기 화성시","25.06.16"
"4638","경기도 화성시 동탄구 반송동","80","0080","0000","동탄시범다은마을 월드메르디앙 반도유보라","59.0700","202504","28","60,900","338","17","개인","개인","2007","동탄중앙로 189","-","중개거래","경기 화성시","25.06.20"
"4639","서울특별시 노원구 상계동","765","0765","0000","상계주공1(고층)","49.9400","202504","28","49,800","-","9","개인","개인","1988","덕릉로 459-21","20250527","중개거래","서울 노원구, 서울 도봉구","-"
"4640","경상북도 김천시 신음동","1272","1272","0000","우방주택","134.9900","202504","28","21,500","102","11","개인","개인","1993","시청6길 43","-","중개거래","경북 김천시","25.05.23"
"4641","경기도 수원시 권선구 구운동","462","0462","0000","삼환","54.6600","202504","28","31,200","3동","5","개인","개인","1991","수성로 47","-","중개거래","경기 수원시 권선구","25.05.22"
"4642","전북특별자치도 임실군 오수면 오수리","376-2","0376","0002","훼미리","57.9200","202504","28","3,600","4","5","개인","개인","1991","오수2길 11","-","중개거래","전북 전주시 덕진구","25.05.02"
"4643","경기도 하남시 망월동","1127","1127","0000","미사역호반써밋","147.1648","202504","28","205,000","-","30","개인","법인","2019","미사강변한강로 270","20250527","직거래","-","-"
"4644","인천광역시 부평구 삼산동","440-1","0440","0001","삼산타운주공1단지","59.9900","202504","28","46,500","107","22","개인","개인","2005","굴포로 105","-","중개거래","인천 부평구","25.07.30"
"4645","인천광역시 계양구 작전동","72-2","0072","0002","한아름","59.7600","202504","28","16,000","1","9","개인","개인","1991","봉오대로743번길 25","-","중개거래","인천 계양구","25.07.30"
"4646","경상남도 창녕군 도천면 송진리","169-2","0169","0002","삼호","58.7512","202504","28","5,400","101","1","개인","개인","2001","영산도천로 54","-","중개거래","경남 창녕군","25.07.30"
"4647","대전광역시 유성구 원내동","394","0394","0000","샘물타운","60.0000","202504","28","20,300","308","3","개인","개인","1996","원내로 52","-","중개거래","대전 유성구","25.07.30"
"4648","경상북도 경산시 중산동","643","0643","0000","펜타힐즈더샵1차","72.7097","202504","28","38,500","101동","31","개인","개인","2017","펜타힐즈2로 60","-","중개거래","경북 경산시","25.07.30"
"4649","서울특별시 강북구 미아동","1353","1353","0000","에스케이북한산시티","114.8500","202504","28","80,500","107","10","개인","개인","2004","솔샘로 174","-","중개거래","서울 강북구","25.07.30"
"4650","경기도 시흥시 미산동","350-15","0350","0015","해가든더클래식","148.8000","202504","28","48,500","102","8","개인","개인","2009","미산로100번길 11","-","중개거래","경기 시흥시","25.07.30"
"4651","경기도 고양시 덕양구 도내동","1010","1010","0000","도래울센트럴더힐","84.9300","202504","28","65,000","303","8","개인","개인","2015","도래울로 86","-","중개거래","경기 고양시 덕양구","25.07.30"
"4652","서울특별시 동대문구 전농동","10","0010","0000","전농SK","84.9500","202504","28","90,000","112","7","개인","개인","2000","사가정로 148","-","중개거래","서울 동대문구","25.07.31"
"4653","경기도 성남시 분당구 이매동","124","0124","0000","이매촌(한신)","66.2700","202504","28","123,000","208","11","개인","개인","1992","서현로 181","-","중개거래","경기 성남시 분당구","25.07.30"
"4654","경기도 구리시 수택동","879","0879","0000","토평주공","59.9200","202504","28","50,000","506","4","개인","개인","2002","벌말로 226","-","중개거래","경기 구리시","25.07.30"
"4655","경기도 김포시 마산동","639-8","0639","0008","은여울마을경남아너스빌","74.6500","202504","28","36,000","209","19","개인","개인","2013","김포한강8로 173-58","-","중개거래","경기 김포시","25.07.30"
"4656","인천광역시 서구 당하동","1031","1031","0000","원당풍림아이원","84.5500","202504","28","33,000","814","5","개인","개인","2004","원당대로840번길 21","-","중개거래","인천 서구","25.07.30"
"4657","경상북도 구미시 산동읍 인덕리","1107","1107","0000","구미중흥에스-클래스에코시티","84.9819","202504","28","30,500","1020동","10","개인","개인","2017","신당인덕1로 135","-","중개거래","경북 구미시","25.07.30"
"4658","경기도 남양주시 다산동","6163","6163","0000","다산푸르지오","59.5591","202504","28","68,400","6508동","12","개인","개인","2021","다산중앙로82번안길 74","-","중개거래","경기 남양주시","25.07.28"
"4659","서울특별시 노원구 중계동","505","0505","0000","롯데(505)","54.4800","202504","28","52,000","10","14","개인","개인","1989","섬밭로 265","-","중개거래","서울 노원구","25.07.30"
"4660","부산광역시 부산진구 양정동","397-1","0397","0001","양정역퀸즈팰리스","59.9900","202504","28","28,000","1동","4","개인","개인","2017","거제대로48번길 20","-","중개거래","부산 부산진구","25.07.31"
"4661","경기도 수원시 장안구 율전동","276-3","0276","0003","천록","62.0600","202504","28","29,500","-","3","개인","개인","1983","화산로203번길 27","20250526","중개거래","경기 수원시 장안구","-"
"4662","전북특별자치도 군산시 산북동","3551-1","3551","0001","시영1차","34.3800","202504","28","2,000","-","3","개인","개인","1990","칠성안1길 16","20250526","중개거래","전북 군산시","-"
"4663","경기도 포천시 신북면 기지리","740","0740","0000","산호","59.5906","202504","28","10,700","102","3","개인","개인","2002","호국로 1886-27","-","중개거래","경기 포천시","25.05.16"
"4664","충청북도 청주시 상당구 용정동","343-19","0343","0019","하은베스트빌","84.9484","202504","28","13,000","-","2","개인","개인","2003","영운천로127번길 29","20250526","중개거래","충북 청주시 상당구","-"
"4665","경상북도 김천시 율곡동","773","0773","0000","힐스테이트 율곡","84.9704","202504","28","38,000","109","15","개인","개인","2015","용전1로 9","-","중개거래","경북 김천시","25.07.31"
"4666","전북특별자치도 전주시 완산구 삼천동1가","585-2","0585","0002","쌍용2단지","30.2100","202504","28","3,500","114","5","개인","법인","1987","성지산로 36","-","중개거래","전북 전주시 완산구","25.05.22"
"4667","경기도 의왕시 오전동","230","0230","0000","성원1차이화","84.7300","202504","28","45,000","103","1","개인","개인","2000","보식골로 6","-","중개거래","경기 의왕시","25.05.22"
"4668","인천광역시 남동구 만수동","5-318","0005","0318","아주(5-318)","43.8300","202504","28","11,300","라","1","개인","개인","1988","만수로 97","-","중개거래","인천 남동구","25.05.22"
"4669","경상남도 김해시 부곡동","800-3","0800","0003","월산마을4-1단지부영18차","80.8839","202504","28","11,000","401","14","법인","개인","2004","월산로 151","-","중개거래","경남 김해시","25.05.21"
"4670","경상북도 안동시 옥동","768-1","0768","0001","옥동세영","59.8900","202504","28","14,700","103","6","개인","개인","1999","복주1길 15","-","중개거래","경북 안동시","25.05.22"
"4671","대구광역시 중구 달성동","352","0352","0000","달성파크푸르지오힐스테이트","39.7662","202504","28","25,400","204","17","개인","법인","2023","달성로 123","-","직거래","-","25.05.22"
"4672","전북특별자치도 전주시 덕진구 송천동2가","175-44","0175","0044","현대3차","59.9700","202504","28","20,000","308","3","개인","개인","1998","사근1길 11","-","중개거래","전북 전주시 덕진구","25.05.23"
"4673","대구광역시 달성군 다사읍 매곡리","1540","1540","0000","대실역동화아이위시","84.7680","202504","28","32,500","101","13","개인","개인","2008","대실역북로 55","-","중개거래","대구 달성군","25.05.22"
"4674","강원특별자치도 강릉시 교동","334","0334","0000","서일맨션","84.8100","202504","28","10,000","A","3","개인","기타","1989","화부산로141번길 48","-","중개거래","강원 강릉시","25.05.15"
"4675","경상남도 하동군 하동읍 비파리","411","0411","0000","녹차마을","59.3202","202504","28","13,500","101","8","개인","개인","2009","산복2길 10","-","직거래","-","25.05.21"
"4676","경기도 부천시 오정구 원종동","316","0316","0000","원종아이원시티","75.6000","202504","28","32,816","101동","5","개인","법인","2022","소사로748번길 57-14","-","직거래","-","25.05.21"
"4677","충청남도 부여군 부여읍 쌍북리","734","0734","0000","홍선","84.9038","202504","28","27,000","108","4","개인","개인","2001","성왕로328번길 18-7","-","중개거래","충남 부여군","25.05.19"
"4678","경기도 군포시 도마교동","471-1","0471","0001","엘에이치송정마을","59.5100","202504","28","39,500","505동","2","개인","개인","2019","송부로96번길 29","-","중개거래","경기 군포시","25.05.20"
"4679","충청북도 청주시 청원구 사천동","229-1","0229","0001","신동아","123.8100","202504","28","20,300","9","8","개인","개인","1993","율봉로 77","-","중개거래","충북 청주시 청원구","25.05.20"
"4680","전북특별자치도 군산시 조촌동","895-16","0895","0016","현대한솔","84.6305","202504","28","11,800","-","9","개인","개인","2001","번영로 159","-","중개거래","전북 군산시","25.05.21"
"4681","전라남도 무안군 삼향읍 남악리","2609","2609","0000","골드디움","84.8750","202504","28","20,000","202","9","개인","개인","2013","남악5로72번길 81-21","-","중개거래","전남 무안군","25.05.21"
"4682","광주광역시 동구 산수동","12","0012","0000","동산로얄","84.9400","202504","28","9,309","11","9","개인","공공기관","1989","밤실로82번길 23","-","직거래","-","25.05.21"
"4683","전북특별자치도 군산시 구암동","333-1","0333","0001","세풍","84.9800","202504","28","8,700","101","6","개인","개인","1997","영명길 6","-","중개거래","전북 군산시","25.05.21"
"4684","전북특별자치도 전주시 덕진구 송천동2가","1268","1268","0000","송천주공","59.9900","202504","28","14,850","129","5","개인","개인","1998","붓내3길 29","-","중개거래","전북 전주시 덕진구","25.05.21"
"4685","충청북도 음성군 대소읍 오산리","114-5","0114","0005","풍산(1~4동)","59.3400","202504","28","4,500","1","4","개인","개인","1991","오산로 31-1","-","중개거래","충북 음성군","25.05.21"
"4686","경상남도 창원시 성산구 남양동","24","0024","0000","피오르빌","39.7000","202504","28","12,500","208","12","개인","법인","1995","대정로 84","-","직거래","-","25.05.19"
"4687","강원특별자치도 동해시 발한동","599-5","0599","0005","경민2차","64.3000","202504","28","4,800","6","2","개인","개인","1991","수원지2길 12-4","-","직거래","-","25.05.21"
"4688","세종특별자치시  소담동","594","0594","0000","새샘마을2단지(한양수자인)","59.9734","202504","28","44,700","215","9","개인","개인","2016","남세종로 358","-","중개거래","세종","25.05.20"
"4689","세종특별자치시  보람동","784","0784","0000","호려울마을 4단지 센트럴파크","111.9846","202504","28","80,500","410","5","개인","개인","2017","남세종로 469","-","중개거래","세종","25.05.20"
"4690","광주광역시 남구 백운동","634-1","0634","0001","백운광장역천년가","84.9664","202504","28","34,200","-","23","개인","법인","2022","독립로10번길 8","-","직거래","-","25.05.16"
"4691","부산광역시 북구 화명동","1293-1","1293","0001","e편한세상화명힐스","100.9800","202504","28","61,000","102","8","개인","개인","2015","화명대로 68","-","직거래","-","25.05.20"
"4692","부산광역시 강서구 명지동","3244","3244","0000","롯데캐슬","101.8800","202504","28","40,000","-","7","개인","개인","2008","명지오션시티11로 84","20250523","중개거래","부산 강서구","-"
"4693","경상남도 진주시 상봉동","615-2","0615","0002","화인","72.7500","202504","28","10,000","105","11","개인","개인","1994","상봉대룡길 18","-","중개거래","경남 진주시","25.05.20"
"4694","충청남도 아산시 신창면 행목리","498","0498","0000","아산신창양우내안애","59.4900","202504","28","11,500","107","10","법인","개인","2014","행목로 202","-","중개거래","충남 아산시","25.05.16"
"4695","부산광역시 남구 대연동","255-1","0255","0001","장백장미타워1","59.9400","202504","28","11,200","102","16","개인","개인","1996","황령대로319번길 120","-","중개거래","부산 남구","25.05.20"
"4696","세종특별자치시  고운동","1403","1403","0000","가락마을14단지(우남퍼스트빌)","107.5986","202504","28","53,500","1406동","10","개인","개인","2020","마음안로 131","-","중개거래","세종","25.05.19"
"4697","인천광역시 서구 왕길동","696-1","0696","0001","검단자이2단지","84.3410","202504","28","32,000","207","4","개인","법인","2010","오동로 32","-","중개거래","인천 서구","25.05.20"
"4698","부산광역시 기장군 기장읍 청강리","18-2","0018","0002","현대","84.6000","202504","28","31,900","106","14","개인","개인","1993","기장대로 563","-","중개거래","부산 기장군","25.05.20"
"4699","부산광역시 남구 감만동","189-77","0189","0077","유창1","48.1800","202504","28","7,000","4","3","개인","개인","1991","양지골로 152","-","중개거래","부산 남구","25.05.20"
"4700","제주특별자치도 제주시 도련일동","1789-2","1789","0002","미듬하나로(도련)","58.2203","202504","28","18,300","미듬하나로아파트 가동","7","개인","개인","2002","삼봉로 115-1","-","중개거래","제주 제주시","25.05.19"
"4701","광주광역시 남구 진월동","340","0340","0000","협진훼밀리","84.9900","202504","28","15,100","제101","2","개인","개인","1990","금당로3길 8-3","-","중개거래","광주 남구","25.05.19"
"4702","경기도 용인시 처인구 포곡읍 둔전리","147","0147","0000","신원2차","59.9600","202504","28","22,700","201","18","개인","개인","1999","포곡로 98-1","-","중개거래","경기 용인시 처인구","25.05.19"
"4703","부산광역시 기장군 일광읍 이천리","764-4","0764","0004","정도한스빌","54.5620","202504","28","13,500","101","8","개인","개인","2014","이화로 23","-","중개거래","부산 기장군","25.05.20"
"4704","충청북도 단양군 단양읍 별곡리","106-1","0106","0001","신성단양미소지움","84.9950","202504","28","20,500","104","1","개인","개인","2007","별곡3로 39-16","-","중개거래","충북 단양군","25.05.20"
"4705","경기도 평택시 진위면 견산리","27-15","0027","0015","한승아파트","45.5500","202504","28","10,900","101","12","개인","개인","2000","동부대로 41","-","중개거래","경기 평택시","25.05.14"
"4706","경상북도 영천시 완산동","1460","1460","0000","영천완산미소지움1차","84.9888","202504","28","24,300","105동","18","개인","개인","2018","완산5길 25","-","중개거래","경북 영천시","25.05.20"
"4707","서울특별시 구로구 개봉동","60-82","0060","0082","거성푸르뫼2","59.9000","202504","28","40,000","-","11","개인","개인","1994","고척로 82","20250523","중개거래","서울 구로구","-"
"4708","인천광역시 남동구 서창동","682","0682","0000","서창센트럴푸르지오","84.9800","202504","28","52,000","501동","18","개인","개인","2018","서창남순환로 55","-","직거래","-","25.05.20"
"4709","광주광역시 광산구 수완동","908","0908","0000","우미린2차","84.9547","202504","28","40,370","202","1","개인","개인","2008","왕버들로132번길 22","-","중개거래","광주 광산구","25.05.20"
"4710","인천광역시 연수구 송도동","311","0311","0000","랜드마크시티센트럴더샵","84.9999","202504","28","65,000","107동","12","개인","개인","2020","랜드마크로 68","-","중개거래","인천 미추홀구, 인천 연수구","25.05.19"
"4711","경기도 남양주시 다산동","4002-1","4002","0001","플루리움1단지","124.6190","202504","28","70,000","105","11","개인","개인","2001","도농로 34","-","중개거래","경기 남양주시","25.09.05"
"4712","경기도 오산시 갈곶동","235-3","0235","0003","힐스테이트오산더퍼스트","84.9773","202504","28","49,800","101동","3","개인","개인","2024","경기대로 24-27","-","중개거래","경기 오산시","25.07.28"
"4713","인천광역시 서구 가정동","610-1","0610","0001","루원시티프라디움","84.9951","202504","28","62,800","116동","7","개인","개인","2018","봉오재3로 66","-","중개거래","인천 서구","25.07.29"
"4714","경기도 수원시 팔달구 화서동","706","0706","0000","꽃뫼버들마을진흥","59.9600","202504","28","46,000","143","19","개인","개인","2002","화산로 57","-","중개거래","경기 수원시 장안구, 경기 수원시 팔달구","25.07.28"
"4715","서울특별시 마포구 현석동","225","0225","0000","래미안웰스트림","84.9000","202504","28","190,000","108","6","개인","개인","2016","토정로18길 11","-","중개거래","서울 마포구","25.07.29"
"4716","부산광역시 사하구 하단동","1175","1175","0000","가락타운3","84.9600","202504","28","22,000","311","13","개인","개인","1992","하신중앙로 265","-","중개거래","부산 사하구","25.07.25"
"4717","강원특별자치도 강릉시 초당동","143","0143","0000","우성","59.9100","202504","28","15,500","103","2","개인","개인","1997","연당길 67-15","-","중개거래","강원 강릉시","25.07.28"
"4718","충청북도 충주시 칠금동","825","0825","0000","코오롱동신","84.8700","202504","28","24,500","코오롱아파트 106","5","개인","개인","1997","금릉로 14","-","중개거래","충북 충주시","25.07.28"
"4719","세종특별자치시  한솔동","1226","1226","0000","첫마을4단지(대우푸르지오)","84.7000","202504","28","43,800","401","6","개인","개인","2012","누리로 119","-","중개거래","세종","25.07.28"
