"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-04-25 ~ 2025-04-30"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"4720","경기도 화성시 병점구 반정동","623","0623","0000","반정아이파크캐슬4단지","59.8300","202504","28","57,200","404","14","개인","개인","2022","동탄지성로469번길 59","-","중개거래","경기 수원시 영통구, 경기 화성시","25.08.08"
"4721","경기도 화성시 병점구 반월동","960","0960","0000","e편한세상반월나노시티역","84.8000","202504","28","70,700","109동","22","개인","개인","2017","효행로 1337-23","-","중개거래","경기 화성시","25.07.17"
"4722","서울특별시 서대문구 홍제동","453","0453","0000","청구1차","84.7800","202504","28","87,000","102","6","개인","개인","1994","통일로 348","-","중개거래","경기 수원시 영통구, 서울 서대문구","25.07.28"
"4723","인천광역시 계양구 작전동","388-2","0388","0002","동보","60.0000","202504","28","24,800","102","7","개인","개인","1995","주부토로363번길 27","-","중개거래","인천 계양구","25.07.25"
"4724","서울특별시 관악구 봉천동","1730-1","1730","0001","e편한세상서울대입구2단지","84.9300","202504","28","121,000","202","5","개인","개인","2019","청룡16길 43","-","중개거래","서울 관악구","25.07.25"
"4725","충청북도 충주시 연수동","1763","1763","0000","연수계룡리슈빌2","74.6109","202504","28","31,000","105동","2","개인","개인","2016","연수서편2길 32","-","중개거래","충북 충주시","25.07.28"
"4726","경기도 의왕시 포일동","533-1","0533","0001","한일나래","84.6600","202504","28","49,000","201","12","개인","개인","1997","새롬길 7","-","중개거래","경기 의왕시","25.07.25"
"4727","경기도 성남시 분당구 구미동","211","0211","0000","무지개(1단지)(대림)","47.5200","202504","28","65,000","102","15","개인","개인","1995","미금로 23","-","중개거래","경기 성남시 분당구","25.07.25"
"4728","울산광역시 북구 신천동","358-9","0358","0009","협성노블리스","77.5500","202504","28","21,600","111","9","개인","개인","2003","호계로 309-20","-","중개거래","울산 북구","25.07.25"
"4729","경기도 김포시 운양동","1331-1","1331","0001","한강신도시운양KCC스위첸","84.9700","202504","28","45,700","103동","5","개인","개인","2018","김포한강11로 37","-","중개거래","경기 김포시","25.07.28"
"4730","부산광역시 사상구 엄궁동","726","0726","0000","롯데캐슬","84.9892","202504","28","32,000","206","1","개인","개인","2010","엄궁북로 62","-","중개거래","부산 사상구","25.07.28"
"4731","경기도 수원시 영통구 매탄동","1209","1209","0000","e-편한세상","59.9535","202504","28","59,500","102","5","개인","개인","2010","매봉로 20","-","중개거래","경기 수원시 영통구","25.07.25"
"4732","경기도 성남시 분당구 구미동","110","0110","0000","하얀마을(5단지)(주공)","35.2800","202504","28","59,500","-","9","개인","개인","1995","미금일로 21","20250730","중개거래","경기 성남시 분당구","-"
"4733","경기도 수원시 영통구 영통동","972-2","0972","0002","벽적골주공휴먼시아8단지","59.9900","202504","28","38,000","838","2","개인","개인","1997","영통로290번길 26","-","중개거래","경기 수원시 영통구","25.07.21"
"4734","경기도 부천시 오정구 원종동","478","0478","0000","삼화아르떼뷰","59.0000","202504","28","40,000","101동","7","개인","개인","2023","고강로56번길 8","-","중개거래","경기 부천시 오정구","25.07.28"
"4735","서울특별시 영등포구 문래동6가","46","0046","0000","현대1차","79.5200","202504","28","83,000","101","6","개인","개인","1986","문래로4길 14","-","중개거래","서울 영등포구","25.07.28"
"4736","대구광역시 수성구 중동","641","0641","0000","수성효성해링턴플레이스","84.9971","202504","28","57,800","101동","3","개인","개인","2020","희망로24길 24","-","중개거래","대구 수성구","25.07.28"
"4737","충청북도 청주시 흥덕구 복대동","3029","3029","0000","현대2","59.8800","202504","28","20,500","208","13","개인","개인","1999","증안로 77","-","중개거래","충북 청주시 흥덕구","25.07.28"
"4738","대구광역시 달성군 다사읍 매곡리","1568","1568","0000","죽곡삼정그린코아더베스트","74.8828","202504","28","36,500","104","26","개인","개인","2018","다사로 50","-","중개거래","대구 달서구, 대구 달성군","25.07.28"
"4739","경기도 성남시 중원구 하대원동","160-2","0160","0002","가나","62.3500","202504","28","31,500","-","6","개인","개인","2001","마지로163번길 21","-","중개거래","경기 성남시 중원구","25.07.23"
"4740","경상남도 김해시 대청동","319-5","0319","0005","갑오마을9단지푸르지오","102.0989","202504","28","29,500","904","4","개인","개인","2005","반룡로 65","-","중개거래","경남 김해시","25.07.24"
"4741","서울특별시 영등포구 영등포동7가","46-1","0046","0001","경남아너스빌","59.9000","202504","28","94,000","103","11","개인","개인","1998","양산로 177","-","중개거래","서울 영등포구","25.07.28"
"4742","경기도 시흥시 정왕동","1786","1786","0000","시화두산","59.9700","202504","28","27,900","118","3","개인","개인","1996","중심상가로 286","-","중개거래","경기 시흥시","25.07.25"
"4743","전라남도 무안군 일로읍 오룡리","6","0006","0000","호반써밋남악오룡3차","84.9332","202504","28","35,000","304동","14","개인","개인","2020","오룡번영로 185","-","중개거래","전남 무안군","25.07.28"
"4744","서울특별시 관악구 봉천동","1712","1712","0000","관악드림(동아)","59.8300","202504","28","81,500","118","19","개인","개인","2003","성현로 80","-","중개거래","서울 관악구","25.07.25"
"4745","경기도 광주시 쌍령동","503","0503","0000","광주센트럴푸르지오","62.9836","202504","28","41,000","114동","18","개인","개인","2018","경충대로1461번길 43","-","중개거래","경기 광주시","25.07.25"
"4746","부산광역시 금정구 남산동","23-2","0023","0002","남산동신화하니엘","74.4300","202504","28","23,500","101","18","개인","개인","2014","중앙대로 2100-1","-","중개거래","부산 금정구","25.07.25"
"4747","경기도 의정부시 장암동","37","0037","0000","장암1차푸르지오","84.6600","202504","28","45,000","101","21","개인","개인","2004","장곡로226번길 52","-","중개거래","경기 의정부시","25.07.25"
"4748","부산광역시 동래구 온천동","1853","1853","0000","동래래미안아이파크","29.8942","202504","28","23,500","101","11","개인","법인","2022","금정마을로 147","-","직거래","-","25.07.25"
"4749","경기도 수원시 영통구 매탄동","1230","1230","0000","매탄레이크파크","49.9500","202504","28","30,000","102","7","개인","개인","1999","매영로 132","-","중개거래","경기 수원시 영통구","25.07.25"
"4750","부산광역시 연제구 거제동","1468-1","1468","0001","거제동월드메르디앙","84.9953","202504","28","58,000","110","26","개인","개인","2005","거제천로 233","-","중개거래","부산 연제구","25.07.25"
"4751","경기도 화성시 병점구 병점동","500-1","0500","0001","병점성호","84.9650","202504","28","30,500","101","14","개인","개인","2001","10용사로 221","-","중개거래","경기 화성시","25.07.25"
"4752","경기도 성남시 중원구 금광동","1001","1001","0000","e편한세상금빛그랑메종1단지","74.9500","202504","28","96,750","106","20","개인","개인","2023","금광로 11","-","중개거래","경기 성남시 분당구, 경기 성남시 중원구","25.09.04"
"4753","서울특별시 서대문구 연희동","742","0742","0000","성원쌍떼빌팰리스","148.1200","202504","28","148,000","202","6","개인","개인","2005","연희로28길 35-28","-","중개거래","서울 서대문구","25.09.04"
"4754","경기도 화성시 동탄구 능동","1151","1151","0000","푸른마을모아미래도","83.7370","202504","28","47,000","949","4","개인","개인","2008","동탄공원로 21-11","-","중개거래","경기 화성시","25.06.30"
"4755","경기도 수원시 장안구 조원동","881","0881","0000","한일타운대림","164.9350","202504","28","71,500","143","2","개인","개인","1999","경수대로976번길 22","-","중개거래","경기 수원시 장안구","25.09.01"
"4756","세종특별자치시  다정동","953","0953","0000","가온마을2단지","98.7065","202504","28","69,800","221","9","개인","개인","2018","다정북로 110","-","중개거래","세종","25.08.29"
"4757","경상남도 진주시 상평동","1068-1","1068","0001","동일스위트","84.9164","202504","28","25,200","102","10","개인","개인","2008","공단로 30","-","중개거래","경남 진주시","25.05.19"
"4758","부산광역시 금정구 서동","207-3","0207","0003","(207-3)","45.9000","202504","28","17,500","-","9","개인","법인","2017","서동로 193-18","-","직거래","-","25.05.19"
"4759","부산광역시 금정구 서동","207-3","0207","0003","(207-3)","38.1000","202504","28","17,400","-","9","개인","법인","2017","서동로 193-18","-","직거래","-","25.05.19"
"4760","경상남도 김해시 지내동","561","0561","0000","태림리치몬드하임","79.6625","202504","28","22,000","-","3","개인","법인","2017","분성로707번길 58","-","직거래","-","25.05.16"
"4761","서울특별시 영등포구 신길동","4780","4780","0000","보라매경남아너스빌","59.7800","202504","28","89,500","106","15","개인","개인","2005","여의대방로 25","-","중개거래","서울 영등포구","25.07.25"
"4762","충청남도 천안시 서북구 성성동","827","0827","0000","천안시티자이","59.9934","202504","28","32,000","112동","2","개인","개인","2018","성성6로 21","-","중개거래","충남 천안시 서북구","25.05.16"
"4763","경상남도 양산시 동면 사송리","1164","1164","0000","사송더샵데시앙2차5단지","74.9913","202504","28","37,000","505동","10","개인","개인","2022","외송로 60","-","중개거래","경남 양산시","25.05.16"
"4764","충청북도 청주시 상당구 영운동","33-1","0033","0001","한진신세대","43.2400","202504","28","5,200","-","15","개인","개인","1997","영운천로119번길 7","-","중개거래","충북 청주시 상당구","25.05.19"
"4765","전북특별자치도 전주시 완산구 효자동1가","415-2","0415","0002","성원맨션","59.4575","202504","28","9,400","2","2","개인","개인","1998","거마평로 189-47","-","중개거래","전북 전주시 완산구","25.05.20"
"4766","인천광역시 미추홀구 주안동","174-3","0174","0003","이스트힐","17.6139","202504","28","8,500","-","11","개인","개인","2017","미추홀대로 706","-","중개거래","인천 미추홀구","25.05.19"
"4767","대전광역시 유성구 관평동","666","0666","0000","쌍용스윗닷홈","84.9700","202504","28","37,000","-","14","개인","개인","2006","배울1로 35","20250522","중개거래","대전 유성구","-"
"4768","대전광역시 동구 판암동","236","0236","0000","주공5","38.6400","202504","28","8,500","503","14","개인","개인","1992","동부로 73","-","중개거래","대전 동구","25.05.19"
"4769","부산광역시 해운대구 반여동","1641","1641","0000","센텀롯데캐슬3차아파트","59.6231","202504","28","30,000","304","11","개인","개인","2005","반여로 83","-","중개거래","부산 해운대구","25.05.20"
"4770","경상남도 양산시 물금읍 범어리","2676-1","2676","0001","반도보라빌","59.9090","202504","28","17,200","107","13","개인","개인","2007","신주로 16","-","중개거래","경남 양산시","25.05.16"
"4771","대전광역시 서구 탄방동","835","0835","0000","공작한양","84.9000","202504","28","41,200","2","15","개인","개인","1992","문정로 131","-","중개거래","대전 서구","25.08.29"
"4772","강원특별자치도 춘천시 동면 장학리","985","0985","0000","춘천장학아이파크","84.9428","202504","28","36,000","-","9","개인","개인","2012","만천로 242","20250905","중개거래","강원 춘천시","-"
"4773","울산광역시 북구 매곡동","917","0917","0000","오토밸리로효성해링턴플레이스아파트","84.8348","202504","28","37,100","110동","14","개인","개인","2016","신천로 105","-","중개거래","울산 북구","25.09.02"
